Customer ID,Name,Email,Product Purchased,Purchase Date,Amount Spent ($),Age,City,Payment Method,Last Login Date,Membership Status,Number of Orders,Average Order Value ($),Preferred Shipping Method,Account Created Date
4595,John Price,dramsey@example.org,Laptop Case,2025-02-18,474.49,52,South Brittanytown,PayPal,2024-09-07,Bronze,32,14.83,Standard,2023-07-26 21:23:04.018424
3977,James Lewis,matthew64@example.com,Laptop Case,2025-01-27,482.89,23,Smithside,Debit Card,2024-09-01,Silver,30,16.1,Standard,2024-02-03 00:34:02.425698
2124,Marissa Webster,jamessmith@example.org,Wireless Headphones,2025-01-27,497.67,48,New Staciemouth,PayPal,2024-12-26,Bronze,15,33.18,Standard,2023-11-27 10:42:44.828730
2876,Carla Collins,hickmanbarbara@example.com,Laptop Case,2025-01-31,78.08,63,North Brittany,Credit Card,2025-01-19,Silver,11,7.1,Express,2023-05-20 01:01:37.789374
5941,Lindsay Martinez,reedross@example.com,Laptop Case,2025-01-22,302.39,59,Alexanderchester,Debit Card,2025-01-18,Gold,45,6.72,Express,2023-03-30 21:23:46.278651
8532,Jessica Gross,christina87@example.com,Smartphone,2025-02-02,54.08,64,Marcusbury,Credit Card,2025-01-19,Gold,24,2.25,Express,2023-03-23 23:56:02.194938
4995,Laura Barnett,anthony52@example.com,Smartphone,2025-01-26,432.62,69,Matthewview,Debit Card,2024-12-01,Gold,29,14.92,Standard,2023-08-28 00:53:53.792774
2402,Jason Peters,hannahbrewer@example.com,Laptop Case,2025-02-02,341.11,19,West Jeffreybury,Debit Card,2024-10-17,Gold,13,26.24,Standard,2023-09-20 18:02:40.075659
9698,Zachary Pierce,jacqueline44@example.com,Portable Charger,2025-01-26,136.64,64,West David,PayPal,2024-11-27,Gold,31,4.41,Express,2023-11-25 17:26:20.288433
4138,John Hardy,tina34@example.org,Portable Charger,2025-01-30,66.53,37,Lake Amandaview,PayPal,2024-08-31,Silver,12,5.54,Standard,2023-03-12 06:13:47.225812
3068,Nicole Garcia,andrewstaylor@example.com,Smartphone,2025-01-30,244.17,79,West Shelleyfort,Debit Card,2024-09-12,Bronze,19,12.85,Express,2023-03-16 05:03:09.531224
2213,Melissa Hernandez,christopher31@example.net,Wireless Headphones,2025-02-11,49.09,56,Port Alexandra,Credit Card,2024-11-12,Gold,32,1.53,Express,2023-08-01 01:03:13.845493
8025,Marc Lynch,mezajared@example.org,Portable Charger,2025-01-27,111.3,23,East Glenn,Credit Card,2024-09-05,Silver,38,2.93,Express,2023-02-21 07:43:21.071789
8699,David Mann,ojones@example.com,Laptop Case,2025-02-12,153.7,58,South Danny,Credit Card,2024-10-02,Silver,29,5.3,Express,2023-04-15 18:16:23.196532
3330,Christopher Parker,scott74@example.net,Smartphone,2025-02-01,44.28,35,Kimton,Credit Card,2025-01-30,Gold,18,2.46,Express,2023-11-15 15:00:57.100168
5102,Darryl Craig,keyemily@example.com,Portable Charger,2025-02-06,215.08,66,South April,Credit Card,2024-11-10,Silver,39,5.51,Express,2023-06-01 22:31:17.523230
8141,Katherine Davis,ricky51@example.org,Smartphone,2025-01-29,99.03,62,Robertsfurt,PayPal,2025-01-16,Silver,38,2.61,Standard,2023-09-09 06:16:57.463818
2442,Frank Cordova,ahancock@example.net,Portable Charger,2025-02-15,156.92,47,Brownhaven,Credit Card,2024-10-27,Gold,30,5.23,Standard,2023-11-23 15:04:00.911539
8242,Christina Dunn,samuel71@example.org,Smartphone,2025-02-18,124.5,56,Lake Eric,Debit Card,2024-11-30,Bronze,41,3.04,Express,2023-09-10 01:10:15.921137
4681,Susan Murray MD,tyronemoran@example.net,Smartphone,2025-02-10,379.03,44,Bairdbury,Credit Card,2024-11-13,Bronze,6,63.17,Standard,2023-04-14 04:09:52.414021
9327,Breanna Jones,ymorgan@example.net,Laptop Case,2025-01-28,261.37,18,Jessicashire,Credit Card,2024-12-05,Bronze,13,20.11,Express,2023-10-19 09:09:00.119795
8316,Haley Arnold,ugibson@example.org,Smartphone,2025-02-18,428.64,33,Hallchester,Debit Card,2024-08-30,Gold,10,42.86,Express,2023-11-19 08:10:27.865783
7246,Matthew Hoover,tylerjohnson@example.net,Laptop Case,2025-02-17,213.81,39,Port Meganville,Debit Card,2024-11-25,Bronze,46,4.65,Express,2023-08-06 05:35:22.617172
3361,Matthew Moore,qharrington@example.com,Portable Charger,2025-02-07,317.3,43,Port Markside,Debit Card,2024-10-30,Bronze,47,6.75,Standard,2023-06-16 00:02:36.436132
8994,Amanda Jones,wendy16@example.org,Laptop Case,2025-02-11,468.66,63,South Garrettport,Debit Card,2025-02-01,Bronze,46,10.19,Standard,2023-03-09 03:24:48.856931
5806,Jeffrey Sanchez,yknight@example.org,Portable Charger,2025-01-25,134.57,23,Harveybury,Credit Card,2024-11-20,Bronze,4,33.64,Standard,2023-09-21 08:04:59.618504
8555,Julia Estrada,rsantana@example.net,Smartphone,2025-01-24,239.47,46,Vanessaport,Credit Card,2024-12-16,Silver,15,15.96,Express,2023-07-25 07:39:29.153451
8484,Christina Cruz,yrodriguez@example.net,Laptop Case,2025-01-30,55.17,36,Andrewfurt,Debit Card,2024-10-11,Silver,17,3.25,Express,2023-09-15 01:03:56.582810
1803,Natasha Wall,kimberly39@example.com,Smartphone,2025-01-26,467.96,30,Ericaberg,Credit Card,2024-12-14,Silver,44,10.64,Standard,2024-01-16 07:17:16.190853
1645,Jeremiah Riley,christopherphillips@example.net,Wireless Headphones,2025-02-01,95.72,30,Port Amber,Debit Card,2025-02-13,Bronze,42,2.28,Express,2023-09-02 05:35:32.211912
3695,Roger Olson,julie51@example.com,Wireless Headphones,2025-02-17,340.57,27,Port Erica,Debit Card,2024-12-22,Gold,18,18.92,Express,2023-07-15 11:52:53.637496
6992,James Baker,gibsonemily@example.net,Smartphone,2025-01-27,146.94,42,Danielbury,Debit Card,2024-11-15,Bronze,36,4.08,Express,2023-10-04 15:04:00.922951
6374,Connie Brown,tblankenship@example.net,Laptop Case,2025-02-01,150.73,26,North Kevinfort,Debit Card,2024-09-12,Silver,36,4.19,Express,2023-05-17 02:28:06.636227
3222,Jacob Avery,umatthews@example.org,Wireless Headphones,2025-02-15,350.0,59,Port Tracychester,Debit Card,2025-02-08,Silver,35,10.0,Standard,2023-06-02 12:24:09.749290
7070,Jeremy Young,cory58@example.net,Smartphone,2025-01-30,454.56,43,Jamesville,Credit Card,2025-02-09,Bronze,45,10.1,Standard,2023-12-18 08:55:44.386069
4475,Linda Smith,john29@example.org,Smartphone,2025-01-22,418.09,66,New Jason,Credit Card,2025-01-26,Silver,6,69.68,Express,2023-06-20 08:20:31.087939
1046,William Huerta,lauren10@example.org,Wireless Headphones,2025-01-20,325.81,68,New Mario,Credit Card,2024-09-23,Bronze,10,32.58,Standard,2023-03-11 11:35:05.973305
7897,Nichole Alvarez,william17@example.net,Portable Charger,2025-01-26,284.81,57,Lake Kristahaven,Debit Card,2024-10-16,Gold,48,5.93,Express,2023-10-13 07:38:16.129532
1996,Dr. Jessica Rodriguez DDS,fjones@example.com,Laptop Case,2025-02-07,56.12,22,West Claudia,Debit Card,2024-12-06,Gold,2,28.06,Standard,2023-11-07 10:49:41.788487
9692,Jonathan Jordan,farrelldebra@example.net,Laptop Case,2025-02-10,299.6,31,Hayesbury,PayPal,2024-11-05,Gold,25,11.98,Express,2023-12-19 13:13:34.037709
7815,Emily Edwards,nicholas27@example.org,Smartphone,2025-01-22,167.96,23,South Colinstad,PayPal,2025-01-16,Gold,26,6.46,Express,2023-09-11 13:16:48.421939
6400,Jennifer Russo,uparrish@example.org,Wireless Headphones,2025-02-18,340.13,56,Michaelshire,Debit Card,2024-11-22,Silver,38,8.95,Express,2023-04-17 20:35:43.310793
4674,Hayley Hawkins,farmeraudrey@example.com,Laptop Case,2025-02-14,464.37,80,New Sarahview,Credit Card,2024-08-28,Gold,31,14.98,Standard,2023-05-31 03:41:25.513225
6062,Heather White,ashleymorales@example.org,Wireless Headphones,2025-02-11,31.9,80,North Julieborough,PayPal,2024-10-29,Bronze,49,0.65,Express,2023-08-05 00:49:04.453780
7062,Frederick Pugh,wareeric@example.net,Smartphone,2025-01-21,148.07,23,Scottchester,PayPal,2024-11-18,Gold,11,13.46,Standard,2023-07-31 19:07:15.699956
4531,Ashley Jordan,erika97@example.net,Portable Charger,2025-02-09,126.77,20,South Tracey,PayPal,2024-09-01,Silver,18,7.04,Express,2023-05-06 00:11:30.567526
3248,Donna Wilson,lburgess@example.org,Laptop Case,2025-01-31,127.0,63,New Angelica,PayPal,2024-12-21,Silver,14,9.07,Standard,2023-06-29 16:48:43.926462
1693,Joe Miller,barbara96@example.net,Wireless Headphones,2025-02-08,434.89,36,South Andrewmouth,PayPal,2024-09-22,Bronze,26,16.73,Standard,2024-02-01 10:49:38.589247
6928,Ryan Sanchez,zwarren@example.com,Wireless Headphones,2025-02-11,346.17,32,Kimberlyland,Credit Card,2024-11-22,Gold,30,11.54,Standard,2023-04-02 23:47:52.570352
4176,Hannah Luna,joelthomas@example.org,Wireless Headphones,2025-01-25,105.71,27,East Stephaniefort,Credit Card,2024-11-14,Gold,33,3.2,Standard,2023-09-14 05:50:15.819947
8354,Sonia Day,michelle52@example.com,Wireless Headphones,2025-01-22,185.93,46,Laurashire,PayPal,2024-09-02,Bronze,38,4.89,Express,2023-08-24 15:27:40.152152
8565,Anthony Decker,newmantiffany@example.org,Laptop Case,2025-02-07,204.89,50,Fordside,PayPal,2025-02-10,Gold,20,10.24,Standard,2023-11-17 05:28:20.357095
8368,Laura Lopez,dmason@example.com,Laptop Case,2025-01-23,20.81,75,Toniland,PayPal,2024-11-21,Silver,3,6.94,Express,2023-04-24 08:52:40.012645
8172,Kelly Bishop MD,paul59@example.org,Wireless Headphones,2025-02-12,475.46,59,Cameronville,Debit Card,2024-12-01,Silver,16,29.72,Express,2023-07-11 12:47:48.555517
3463,Kevin Thomas,kyle62@example.net,Wireless Headphones,2025-02-10,365.48,23,Angelicamouth,Debit Card,2025-01-16,Silver,17,21.5,Standard,2023-10-23 02:20:50.323904
9624,Michael Romero,coxhenry@example.org,Wireless Headphones,2025-01-30,176.57,67,Leeberg,Debit Card,2024-09-19,Gold,48,3.68,Express,2023-06-08 09:06:37.262800
9317,Sandy Stephenson,stanleynancy@example.net,Portable Charger,2025-01-23,221.81,42,East Henry,Debit Card,2024-12-25,Bronze,7,31.69,Express,2023-10-06 12:35:34.394419
8170,Jackson Ball,wbishop@example.net,Wireless Headphones,2025-02-12,315.45,32,West Tammy,PayPal,2025-01-11,Bronze,11,28.68,Express,2024-01-16 12:17:23.539378
7026,Laura Alexander,kimberly88@example.com,Laptop Case,2025-02-17,165.86,70,Port Cassandra,PayPal,2025-01-27,Bronze,13,12.76,Standard,2023-03-11 09:39:48.276039
7081,Ashley Singleton,mitchellkathryn@example.com,Portable Charger,2025-02-02,243.19,50,Port Samuel,Debit Card,2025-02-09,Gold,31,7.84,Standard,2023-05-12 10:35:58.765930
6727,Jennifer Sanders,joe15@example.org,Laptop Case,2025-01-20,400.99,77,Port Jennifermouth,Debit Card,2025-01-12,Gold,29,13.83,Standard,2023-04-11 14:25:57.863574
8740,Brenda Thornton,fgilbert@example.org,Wireless Headphones,2025-01-27,267.42,71,New Shelby,Credit Card,2024-12-10,Gold,19,14.07,Standard,2023-07-24 22:25:02.688865
5720,Bryan Allen,fbrown@example.net,Laptop Case,2025-02-05,127.83,58,Lake Douglas,Credit Card,2024-11-08,Gold,50,2.56,Express,2023-10-02 21:32:27.693931
7825,Michael Mills,carlos88@example.net,Portable Charger,2025-02-12,137.52,50,South Morganton,Debit Card,2024-12-15,Gold,16,8.6,Standard,2024-02-13 15:49:26.063052
1266,Austin Allen,ingramjill@example.com,Laptop Case,2025-01-24,218.93,40,Lisaburgh,Debit Card,2025-01-19,Bronze,17,12.88,Standard,2023-10-28 10:01:50.991971
8840,Robin Brown,mjohnson@example.org,Laptop Case,2025-02-12,257.3,74,West Sarahhaven,Credit Card,2024-11-02,Bronze,45,5.72,Express,2023-12-15 03:55:18.420056
5150,Matthew Mitchell,glennmartin@example.org,Smartphone,2025-02-12,448.48,45,Paulfurt,PayPal,2024-10-23,Gold,31,14.47,Express,2023-04-29 13:51:45.615740
9151,Robert Adams,acostachristian@example.net,Portable Charger,2025-02-18,405.97,29,Manuelland,Credit Card,2024-10-21,Bronze,45,9.02,Express,2023-06-08 07:46:35.832386
7981,Jeremy West,christina64@example.net,Smartphone,2025-02-18,460.39,78,North Emilyfurt,PayPal,2024-10-27,Gold,29,15.88,Standard,2023-12-09 22:28:58.211478
3621,Brenda Lawson,ejohnson@example.org,Wireless Headphones,2025-02-12,340.44,41,Patrickshire,PayPal,2024-08-28,Bronze,44,7.74,Standard,2023-04-17 09:16:11.614509
7077,Phillip Berry,raymond43@example.org,Portable Charger,2025-01-20,418.67,29,Holmesside,Credit Card,2024-09-13,Bronze,29,14.44,Standard,2023-11-30 09:25:13.616179
8311,Logan Benson,igonzalez@example.org,Laptop Case,2025-02-02,236.03,75,Osbornmouth,Debit Card,2024-12-21,Silver,46,5.13,Standard,2023-11-06 11:55:45.823877
9882,Elijah Moore,laurahicks@example.org,Wireless Headphones,2025-02-18,320.84,68,East Kristy,PayPal,2024-08-27,Gold,36,8.91,Standard,2023-09-10 16:41:12.233942
8657,Kristen Salazar,jonesraymond@example.net,Wireless Headphones,2025-02-10,132.56,51,Hammondshire,PayPal,2024-09-05,Bronze,24,5.52,Express,2024-02-10 11:54:54.479131
2215,Michael Cooper,katrinaanderson@example.net,Laptop Case,2025-02-16,86.42,21,New Ericburgh,PayPal,2024-09-21,Bronze,42,2.06,Express,2024-01-27 17:57:19.140030
6669,Kelly Campbell,kingcynthia@example.net,Smartphone,2025-01-28,359.08,58,Christinaland,PayPal,2024-11-21,Silver,15,23.94,Standard,2023-04-22 22:29:22.631574
3526,Marcus Winters,megan90@example.org,Portable Charger,2025-01-22,280.45,78,Debrashire,Credit Card,2024-11-05,Gold,38,7.38,Standard,2023-10-11 17:30:40.358860
9938,Tyler Webb,eevans@example.net,Smartphone,2025-01-21,206.95,46,Washingtonborough,Debit Card,2024-10-23,Silver,32,6.47,Standard,2023-04-13 19:37:58.958485
6231,Shannon Hester,kathleenrobertson@example.org,Wireless Headphones,2025-01-29,22.83,47,West Shannonberg,PayPal,2024-09-09,Silver,46,0.5,Standard,2023-06-06 08:11:47.624866
7850,Sean Moore,sarah53@example.org,Laptop Case,2025-02-03,278.35,50,Jimenezport,PayPal,2024-11-20,Gold,25,11.13,Standard,2023-03-25 05:36:59.519336
9281,David Aguilar,williamstroy@example.net,Smartphone,2025-02-09,229.2,36,Port Danielberg,PayPal,2025-01-28,Silver,26,8.82,Standard,2023-11-13 01:25:43.893304
7606,James Hudson,michaelroberts@example.com,Portable Charger,2025-02-04,367.61,66,Marciaville,Credit Card,2024-09-15,Bronze,49,7.5,Express,2023-03-27 15:45:16.130570
6555,Holly Thomas,cporter@example.org,Smartphone,2025-01-24,455.33,39,Stoneberg,Credit Card,2024-12-10,Bronze,24,18.97,Standard,2023-08-27 15:04:02.295858
6218,William Stevenson,brittney88@example.net,Portable Charger,2025-02-03,85.14,54,Thomastown,Credit Card,2024-10-28,Gold,21,4.05,Standard,2023-10-24 10:41:34.442383
6040,Molly Watts,carlsonjoseph@example.net,Laptop Case,2025-02-12,201.97,67,Lake Brett,PayPal,2024-11-17,Silver,27,7.48,Standard,2023-08-30 19:33:45.323301
7229,Michael Johnson,leescott@example.com,Portable Charger,2025-01-24,385.39,62,South Warren,PayPal,2024-12-11,Silver,47,8.2,Standard,2023-08-11 14:14:53.119456
2020,Kelly Hoffman,ufox@example.org,Portable Charger,2025-02-02,420.76,52,Amyview,Credit Card,2024-12-10,Bronze,48,8.77,Express,2023-05-01 13:36:33.627707
5571,Courtney Dudley,kellie37@example.com,Wireless Headphones,2025-02-03,499.96,53,Keithshire,Credit Card,2024-12-22,Bronze,16,31.25,Express,2023-07-09 00:34:33.168594
6654,Regina Roberts,stephanie15@example.com,Smartphone,2025-02-08,394.99,65,Lewisside,Credit Card,2024-10-10,Gold,26,15.19,Express,2023-09-13 14:46:58.274205
3249,Patrick Allen,santiagoamanda@example.net,Laptop Case,2025-01-26,422.83,24,Riverafort,Credit Card,2024-09-10,Gold,18,23.49,Standard,2023-11-28 20:37:05.013168
3587,Timothy Johns,wsantos@example.com,Laptop Case,2025-01-29,341.34,59,Port Christophershire,PayPal,2024-10-03,Bronze,1,341.34,Standard,2023-11-17 03:24:59.569989
3868,Ryan Peck,osbornrandy@example.com,Laptop Case,2025-01-25,388.11,65,Nancytown,Debit Card,2024-10-15,Bronze,3,129.37,Express,2023-09-28 12:07:06.907766
5662,Martin Warren,melissamcdonald@example.org,Laptop Case,2025-02-13,393.34,39,Lake Stephen,PayPal,2024-10-08,Gold,22,17.88,Express,2023-04-29 08:26:38.867920
6523,Laura Todd,cherylfowler@example.com,Portable Charger,2025-02-13,465.87,50,Christopherville,PayPal,2024-09-25,Bronze,48,9.71,Express,2023-04-12 16:50:15.837856
5064,James Griffin,stephanie49@example.net,Laptop Case,2025-02-06,56.48,34,Heatherton,Credit Card,2024-12-21,Bronze,21,2.69,Standard,2023-08-09 07:48:30.864877
7642,Tammy Barron,hannah45@example.net,Smartphone,2025-01-26,428.14,79,South Eric,Debit Card,2025-01-04,Gold,11,38.92,Standard,2023-09-29 14:01:48.069764
9998,Nicole Pham,kathleenbecker@example.net,Wireless Headphones,2025-02-15,275.72,23,Ricestad,Credit Card,2024-09-06,Bronze,27,10.21,Standard,2023-09-14 09:38:07.428241
9972,Christina Herrera,markmeyer@example.org,Portable Charger,2025-02-09,26.07,63,Davishaven,PayPal,2024-11-11,Gold,4,6.52,Standard,2023-03-12 15:57:28.436602
9409,Justin Hansen,jennifer64@example.org,Portable Charger,2025-02-11,481.18,55,North Rodneyland,Debit Card,2024-11-28,Gold,9,53.46,Standard,2023-03-14 08:27:15.049986
8734,Jason Mack,ybrooks@example.com,Wireless Headphones,2025-02-15,104.55,76,Bennettside,Debit Card,2024-09-15,Bronze,5,20.91,Standard,2023-12-31 13:20:00.524971
3924,Jenna Anderson DVM,avilatiffany@example.com,Wireless Headphones,2025-02-09,243.14,52,Patelbury,PayPal,2024-10-06,Gold,8,30.39,Express,2023-06-26 18:37:15.370835
4088,Molly Rodriguez,bmendez@example.org,Portable Charger,2025-01-26,153.89,24,South Carlaton,Credit Card,2024-10-06,Silver,18,8.55,Standard,2023-03-08 12:02:10.811880
4839,Nicole Parsons,williamroberts@example.net,Portable Charger,2025-02-06,181.47,54,Joelberg,PayPal,2025-02-16,Gold,29,6.26,Standard,2023-08-29 17:25:45.909160
5923,Justin Vargas,conniesimmons@example.com,Wireless Headphones,2025-01-21,121.82,40,Floydmouth,PayPal,2024-12-26,Silver,27,4.51,Standard,2023-07-19 10:58:11.062789
7167,Joshua Allen,kevinzimmerman@example.com,Laptop Case,2025-02-16,286.78,53,Faulknerside,Credit Card,2024-11-26,Gold,20,14.34,Standard,2023-07-12 05:03:21.380588
4331,Bob Cole,christopher30@example.com,Laptop Case,2025-01-31,254.52,56,Port Charlesshire,Debit Card,2024-12-31,Silver,17,14.97,Standard,2023-09-12 11:01:00.943206
4422,Felicia Krueger,lewisjames@example.net,Smartphone,2025-01-23,235.12,66,Rochaborough,Credit Card,2024-11-02,Silver,31,7.58,Express,2023-05-18 18:11:07.888623
5637,Joseph Howard,michael77@example.org,Laptop Case,2025-02-13,214.11,64,Gillmouth,PayPal,2025-02-03,Bronze,21,10.2,Standard,2023-07-05 17:46:41.339507
1749,Connie Thomas,angela99@example.net,Wireless Headphones,2025-02-01,247.17,27,West Jerry,PayPal,2024-12-03,Bronze,27,9.15,Standard,2023-05-21 02:16:41.254032
6530,Roberto Levy,umurray@example.com,Portable Charger,2025-01-25,188.87,64,Whiteside,PayPal,2025-02-17,Silver,36,5.25,Standard,2024-02-04 23:10:35.950661
1554,Angela Meyers,duranrobert@example.net,Laptop Case,2025-01-26,130.66,63,North Jeffery,PayPal,2024-11-13,Gold,34,3.84,Express,2023-03-14 10:09:32.443707
8916,Alexis Patel,hsmith@example.net,Portable Charger,2025-01-28,111.94,80,Andrechester,PayPal,2025-01-15,Bronze,41,2.73,Standard,2024-01-18 15:07:21.930655
2578,Daisy Harvey,lisa46@example.org,Laptop Case,2025-01-31,490.65,43,Cunninghambury,PayPal,2024-10-15,Gold,7,70.09,Standard,2023-12-19 18:51:40.409569
1519,James Tran,walshjacqueline@example.org,Smartphone,2025-02-03,106.13,45,Arielville,Debit Card,2025-01-31,Bronze,6,17.69,Express,2024-01-22 01:20:07.806462
4463,Melissa Knight,brandon14@example.net,Smartphone,2025-02-05,151.67,20,Port Leonard,Debit Card,2025-02-12,Silver,15,10.11,Express,2023-09-22 18:05:07.359063
7525,Elizabeth Elliott,irhodes@example.com,Portable Charger,2025-01-31,326.18,65,Port Vanessa,Credit Card,2024-12-31,Gold,49,6.66,Standard,2023-08-22 06:05:51.809819
1879,David Jones,unovak@example.org,Portable Charger,2025-02-08,245.31,68,Henrystad,PayPal,2024-11-30,Gold,23,10.67,Express,2023-07-07 11:10:14.599778
7227,Luke Yates,millereric@example.net,Portable Charger,2025-02-12,141.19,27,Stewartville,Credit Card,2024-09-08,Gold,12,11.77,Standard,2024-01-30 18:01:50.952746
6896,Ashley Miller,jcole@example.net,Smartphone,2025-02-01,256.04,19,West Angelamouth,Credit Card,2025-01-25,Gold,29,8.83,Standard,2023-02-24 20:26:33.525971
