Customer ID,Name,Email,Product Purchased,Purchase Date,Amount Spent ($),Age,City,Payment Method,Last Login Date,Membership Status,Number of Orders,Average Order Value ($),Preferred Shipping Method,Account Created Date
2306,Nicholas Singleton,collinsadrienne@example.com,Laptop Case,2025-02-05,456.66,21,North Robertfort,PayPal,2024-09-18,Gold,16,28.54,Standard,2023-02-25 23:10:59.088362
1082,Joshua Moore,nalvarez@example.com,Laptop Case,2025-02-17,98.2,34,North Christineport,PayPal,2024-09-07,Bronze,50,1.96,Express,2023-11-13 20:12:11.095287
6926,Albert Holloway,zacharytaylor@example.org,Portable Charger,2025-01-26,122.55,39,Barrchester,Debit Card,2025-01-10,Bronze,29,4.23,Standard,2023-12-13 12:01:08.045847
9896,Erik Francis,wjenkins@example.org,Laptop Case,2025-02-10,335.67,22,Ruizfurt,Credit Card,2025-02-13,Silver,14,23.98,Express,2024-02-10 23:41:53.212232
7583,Destiny Ward,jonesjesse@example.org,Portable Charger,2025-01-30,392.36,79,Madisonville,Debit Card,2024-09-17,Gold,14,28.03,Express,2023-04-17 03:17:53.506865
4756,Nicole Anderson,fcantu@example.org,Portable Charger,2025-02-10,136.8,78,Andersonland,Credit Card,2024-12-03,Bronze,41,3.34,Standard,2023-12-31 05:07:31.703735
8476,Michael Aguilar,colleenchavez@example.com,Smartphone,2025-02-05,195.59,56,East Brenda,Credit Card,2025-01-08,Bronze,37,5.29,Standard,2023-09-29 06:31:31.086875
8251,Jessica Hernandez,chase25@example.org,Smartphone,2025-02-03,206.01,51,East Michael,Credit Card,2025-02-15,Silver,50,4.12,Express,2023-10-09 17:35:18.077866
6152,Amanda Estrada,wolfeapril@example.org,Laptop Case,2025-01-20,78.64,75,East Juanburgh,PayPal,2024-11-04,Silver,6,13.11,Standard,2023-02-25 13:03:05.063006
8730,Shawn Lang,rdavies@example.com,Wireless Headphones,2025-02-13,327.31,34,Gentryberg,PayPal,2024-11-29,Silver,39,8.39,Express,2023-06-10 21:45:01.684267
6208,Carolyn Thomas,michael17@example.net,Portable Charger,2025-02-15,452.14,50,East Phillip,Debit Card,2024-09-16,Bronze,4,113.03,Express,2023-08-20 07:07:28.362526
7614,Joshua Branch PhD,nancy05@example.com,Laptop Case,2025-02-04,422.05,26,Lamborough,Credit Card,2024-11-16,Gold,35,12.06,Express,2023-06-10 12:42:40.985703
4405,Andrew Booker,william17@example.org,Laptop Case,2025-02-16,497.39,73,New Riley,Debit Card,2025-01-01,Gold,44,11.3,Express,2023-10-20 18:30:45.204808
4104,Nathaniel Roman,edward26@example.org,Smartphone,2025-02-08,468.46,37,North Desiree,Debit Card,2024-12-30,Bronze,3,156.15,Express,2023-09-05 01:50:57.527779
4037,Brenda Long,larsonkevin@example.net,Wireless Headphones,2025-02-16,348.76,38,Amytown,Credit Card,2025-02-08,Silver,19,18.36,Express,2023-05-13 04:37:45.683354
2730,Matthew Shepherd,brendapayne@example.org,Wireless Headphones,2025-01-29,470.12,58,West Matthew,Debit Card,2024-10-21,Gold,3,156.71,Standard,2023-06-05 02:23:20.292984
3571,Kerri Salas,johnsonrebecca@example.com,Smartphone,2025-02-02,131.79,43,Jessicafurt,Debit Card,2024-12-04,Bronze,1,131.79,Express,2023-10-10 14:57:26.763428
9238,William Hamilton,joy41@example.org,Wireless Headphones,2025-02-16,463.41,49,Jonathonchester,PayPal,2024-12-25,Bronze,43,10.78,Express,2023-09-11 17:31:47.798635
4966,Margaret Smith,charles86@example.net,Laptop Case,2025-01-28,310.78,43,Powersberg,Debit Card,2025-01-01,Bronze,37,8.4,Standard,2024-01-26 09:33:51.745656
9536,Curtis Friedman,bwilliams@example.org,Wireless Headphones,2025-01-23,57.84,22,West Michellefurt,Debit Card,2024-12-16,Gold,9,6.43,Express,2024-01-22 05:50:29.377078
9568,Calvin Lee,dominic07@example.org,Laptop Case,2025-02-03,404.45,24,Campbellville,Debit Card,2024-11-13,Bronze,47,8.61,Standard,2023-06-13 18:36:53.758169
1387,Nicole Foster,fmiller@example.net,Smartphone,2025-01-29,77.5,66,Melissahaven,Debit Card,2025-01-21,Gold,8,9.69,Express,2024-02-14 11:44:17.986769
6528,Paul Stewart,annstevens@example.org,Wireless Headphones,2025-01-26,167.79,32,New Davidshire,Credit Card,2025-02-09,Bronze,16,10.49,Standard,2023-11-29 01:32:06.646653
2227,Kimberly Stewart,oavery@example.com,Portable Charger,2025-01-20,137.44,55,New Annaville,Credit Card,2024-10-27,Gold,11,12.49,Express,2023-09-23 07:03:35.989413
3662,Chad Escobar,connie60@example.com,Smartphone,2025-01-20,70.09,80,South Albert,Credit Card,2024-09-22,Bronze,38,1.84,Express,2024-01-29 03:28:17.607337
2429,Morgan Weiss MD,lchapman@example.net,Portable Charger,2025-01-20,74.29,32,Port Martha,PayPal,2024-11-15,Gold,9,8.25,Express,2023-10-17 08:36:17.155898
6894,Ryan Perry,dorothyschroeder@example.net,Portable Charger,2025-02-13,128.24,57,Ricardoville,PayPal,2024-10-02,Gold,49,2.62,Standard,2023-07-11 10:46:03.842836
1015,Luke Wilson,wwright@example.com,Smartphone,2025-02-08,287.46,43,Lake Kylestad,Debit Card,2025-01-02,Silver,23,12.5,Express,2023-12-09 23:05:45.957032
8589,Shannon Johnson,james70@example.org,Laptop Case,2025-01-24,171.05,48,Knightstad,PayPal,2024-10-01,Bronze,32,5.35,Standard,2024-01-30 17:42:16.754733
6563,Tim Johnson,thernandez@example.org,Laptop Case,2025-01-21,340.43,63,East Elizabethbury,Debit Card,2025-01-14,Silver,36,9.46,Express,2023-12-11 09:29:49.689367
6621,Richard Rice,eugenejones@example.net,Portable Charger,2025-01-21,353.4,42,East Sara,Credit Card,2024-08-30,Bronze,21,16.83,Express,2023-11-26 02:45:00.784993
6303,James Luna,pwelch@example.org,Smartphone,2025-01-23,209.08,20,Port Aaron,PayPal,2024-11-23,Bronze,23,9.09,Express,2023-05-19 05:16:21.154258
1397,Emily Booker,angelarivera@example.net,Laptop Case,2025-02-08,420.5,35,Anitastad,PayPal,2024-11-14,Gold,44,9.56,Standard,2024-02-15 07:07:18.935744
1833,Christina Howard,zacharyzimmerman@example.net,Smartphone,2025-02-17,153.0,61,South Brandonmouth,Credit Card,2025-02-06,Silver,29,5.28,Express,2023-11-14 09:53:17.945997
5292,Wayne Murray,micheal58@example.com,Laptop Case,2025-01-28,150.54,55,Sharonfort,Debit Card,2024-10-23,Bronze,37,4.07,Standard,2023-10-07 12:10:11.506016
7730,Amber Meyer,catherinejones@example.net,Wireless Headphones,2025-01-27,447.59,27,Saundersstad,PayPal,2024-09-29,Gold,41,10.92,Express,2023-06-27 10:47:40.082342
4551,Mary Smith MD,matthewsmith@example.org,Wireless Headphones,2025-02-01,362.49,24,East Michaelmouth,Credit Card,2024-09-11,Bronze,2,181.25,Standard,2023-04-18 13:16:30.726231
6825,Kenneth Hickman,maurice14@example.org,Laptop Case,2025-01-27,98.0,44,East Melissa,Debit Card,2024-10-02,Gold,17,5.76,Express,2023-09-21 19:48:18.557173
9465,Marissa Gonzalez,perezbrittney@example.org,Portable Charger,2025-01-20,212.06,49,Matamouth,PayPal,2025-02-06,Silver,8,26.51,Express,2023-05-17 15:27:14.115513
8520,Stephanie Kelley,karen85@example.com,Wireless Headphones,2025-01-28,203.44,28,Lake Garretttown,Credit Card,2024-12-31,Bronze,41,4.96,Express,2023-08-31 13:52:03.626031
2169,Mr. Jacob Moreno,fball@example.org,Smartphone,2025-02-16,87.97,55,West John,PayPal,2024-10-04,Silver,19,4.63,Express,2023-07-15 15:30:08.828649
7283,Tracy Riggs,evelyn13@example.net,Laptop Case,2025-02-04,157.43,23,Franklinburgh,Debit Card,2024-11-02,Gold,49,3.21,Express,2023-07-02 23:17:55.721538
4130,Carl Clark,miguel64@example.net,Smartphone,2025-02-11,369.65,41,Valdezton,Debit Card,2024-10-05,Silver,33,11.2,Standard,2023-11-18 13:24:05.370395
9863,Michelle Barber,petersonjennifer@example.com,Smartphone,2025-01-27,384.52,59,Kinghaven,Debit Card,2024-09-13,Silver,8,48.06,Standard,2024-01-03 12:52:28.376292
8799,Bobby Park,laura79@example.net,Laptop Case,2025-01-26,253.51,61,Madelineborough,PayPal,2024-11-12,Bronze,38,6.67,Express,2023-04-11 06:30:38.184636
7364,Jennifer Lara,kristophermorales@example.org,Portable Charger,2025-01-24,428.66,27,Stephanieland,Debit Card,2024-08-27,Gold,45,9.53,Express,2024-02-03 18:25:22.769435
3959,Steven Hansen,kwashington@example.com,Smartphone,2025-02-13,359.19,54,Craigstad,Debit Card,2024-10-02,Bronze,5,71.84,Standard,2024-01-01 20:47:10.303615
5620,Tiffany Rocha,kjohnson@example.net,Portable Charger,2025-02-07,177.68,51,South Aaronbury,Debit Card,2024-12-19,Silver,12,14.81,Express,2023-10-19 22:03:25.948196
5202,Kathryn Velez,johnle@example.org,Portable Charger,2025-02-05,422.9,54,Nicolemouth,Credit Card,2025-02-15,Bronze,11,38.45,Standard,2024-01-12 02:57:40.084753
6300,Linda Choi,powellbeverly@example.net,Portable Charger,2025-01-30,39.48,63,West Ryan,Credit Card,2025-01-29,Gold,12,3.29,Express,2024-01-19 01:28:30.301184
2726,Jessica Torres,xarnold@example.com,Laptop Case,2025-02-13,34.84,24,West Jennifer,Credit Card,2024-11-28,Bronze,10,3.48,Express,2023-08-13 01:35:15.373840
6373,John Soto,michael20@example.net,Wireless Headphones,2025-02-03,335.4,54,Port Sherry,Credit Card,2024-09-21,Silver,22,15.25,Express,2023-09-19 22:16:39.964697
8388,Lisa Harris,russellsylvia@example.com,Portable Charger,2025-01-29,36.09,60,Michaelport,Credit Card,2024-11-14,Gold,26,1.39,Express,2023-11-15 18:10:27.179589
5343,Marissa Lewis,blaketimothy@example.net,Wireless Headphones,2025-01-25,46.63,28,New Brandonburgh,Debit Card,2024-11-12,Silver,39,1.2,Express,2023-08-26 13:31:15.359407
6715,James Mendoza,sharonwalker@example.com,Portable Charger,2025-02-07,260.87,38,Alanstad,PayPal,2024-10-04,Bronze,10,26.09,Express,2023-12-22 17:38:37.593935
7699,Michael Bennett,sarahnelson@example.com,Wireless Headphones,2025-02-11,332.93,49,Ericberg,PayPal,2024-09-28,Bronze,10,33.29,Express,2023-06-01 19:40:06.895435
4079,Nichole Clark,tfry@example.net,Wireless Headphones,2025-01-22,491.64,23,Jeffreyfurt,PayPal,2024-09-24,Bronze,11,44.69,Standard,2023-10-13 21:25:42.399163
9564,Jimmy Brooks,nmckee@example.com,Smartphone,2025-02-12,182.71,69,Christinaview,Credit Card,2024-09-20,Gold,4,45.68,Express,2023-09-29 11:50:00.845859
5005,Jonathan Pratt,lhuang@example.org,Laptop Case,2025-01-31,59.22,68,Archerland,PayPal,2024-12-23,Gold,11,5.38,Express,2023-07-14 14:09:13.315405
6846,Donald Arnold,dthompson@example.net,Wireless Headphones,2025-01-31,385.18,66,Port Mckenzie,PayPal,2024-08-24,Gold,27,14.27,Standard,2023-05-04 13:04:38.303423
5242,Cory Robles,hperez@example.org,Wireless Headphones,2025-02-03,326.8,30,West Brittany,Credit Card,2024-10-20,Gold,46,7.1,Express,2023-05-19 00:06:28.853200
5809,William Wright,danielle62@example.org,Wireless Headphones,2025-02-12,28.46,70,North Timothy,Credit Card,2025-01-14,Bronze,11,2.59,Standard,2023-10-22 01:01:53.066998
9620,Victor Gardner,rwillis@example.com,Portable Charger,2025-02-04,196.77,37,Amberview,PayPal,2024-09-25,Bronze,10,19.68,Standard,2023-03-01 00:11:01.749054
4591,Jon Murillo,nparrish@example.net,Smartphone,2025-01-19,432.45,33,West Laurabury,PayPal,2024-12-26,Gold,20,21.62,Express,2023-03-13 21:52:28.582684
1937,Katherine Rivera,cooperkelly@example.org,Laptop Case,2025-02-08,291.06,66,East Debbie,Debit Card,2025-01-17,Gold,22,13.23,Express,2023-02-22 00:34:23.645714
2954,William Lewis,webbmark@example.com,Portable Charger,2025-02-11,82.12,53,North Melissa,Debit Card,2024-12-15,Silver,9,9.12,Express,2023-11-04 17:55:23.786275
5136,Amy Cole,kellialvarado@example.net,Portable Charger,2025-02-01,287.91,76,Travishaven,Debit Card,2024-09-06,Silver,43,6.7,Express,2023-03-16 23:12:03.469103
3258,Benjamin Espinoza,robertbrown@example.com,Laptop Case,2025-02-17,280.14,58,South Daltonfort,Credit Card,2024-09-17,Gold,13,21.55,Express,2024-01-25 03:17:17.444171
1321,Jennifer Berry,hoffmandavid@example.net,Laptop Case,2025-01-27,112.38,38,Wernershire,Debit Card,2024-10-09,Bronze,30,3.75,Standard,2023-05-23 08:34:59.757184
7297,Michael Hansen,jordanmeghan@example.org,Smartphone,2025-02-02,70.23,74,North Annette,PayPal,2024-11-14,Silver,36,1.95,Standard,2023-11-05 20:39:08.566102
9288,Denise Anderson,michellehall@example.org,Portable Charger,2025-01-24,303.79,55,Port Mitchell,Credit Card,2024-08-26,Gold,14,21.7,Express,2023-06-26 14:50:19.058711
1844,Mia Burgess,brendablair@example.com,Smartphone,2025-02-05,320.96,27,South Emily,Credit Card,2024-08-24,Silver,35,9.17,Standard,2024-02-01 11:29:56.592427
7594,Donald Hicks,clayton61@example.net,Portable Charger,2025-02-03,167.52,62,Ruthshire,Credit Card,2024-09-20,Bronze,22,7.61,Express,2023-08-26 14:12:11.174513
4956,Charles Wilson,rmorales@example.net,Wireless Headphones,2025-02-12,186.13,70,South Michael,PayPal,2024-12-29,Silver,45,4.14,Express,2023-08-24 05:35:45.011443
9706,Kimberly Lopez,fpalmer@example.net,Smartphone,2025-02-14,127.38,45,North Kylechester,Credit Card,2024-09-21,Silver,5,25.48,Express,2023-12-24 11:53:46.569125
4235,Walter Gomez,sean64@example.org,Laptop Case,2025-01-27,268.11,50,Millerfurt,Debit Card,2024-12-23,Gold,5,53.62,Standard,2024-01-27 19:00:53.912516
2057,Brian Thornton,smithtyler@example.org,Portable Charger,2025-02-12,498.7,21,Williamschester,PayPal,2025-01-28,Gold,11,45.34,Express,2023-06-19 18:01:17.859721
7355,Kelli Hines,sbrown@example.org,Wireless Headphones,2025-01-31,299.28,38,Anthonyville,Credit Card,2024-08-28,Bronze,25,11.97,Express,2023-04-10 19:48:22.910883
8250,Amanda Martin,silvamaria@example.com,Smartphone,2025-02-01,312.93,68,Pamelaberg,PayPal,2024-09-25,Gold,21,14.9,Standard,2023-10-11 17:08:13.430794
1794,Meghan Mathis,cheath@example.com,Smartphone,2025-01-21,334.28,48,Ellisonmouth,PayPal,2024-11-07,Bronze,23,14.53,Standard,2023-04-27 07:02:07.921979
1516,Shawn Martinez,cmartinez@example.com,Wireless Headphones,2025-01-25,484.03,51,New Nathanberg,Debit Card,2025-01-12,Bronze,12,40.34,Standard,2024-01-04 14:18:11.099331
1206,Jerry Taylor,duane66@example.org,Portable Charger,2025-01-23,289.62,19,Brownfort,Debit Card,2024-12-07,Gold,27,10.73,Standard,2023-05-12 07:58:52.155497
5219,Robert Wheeler,ufrazier@example.org,Wireless Headphones,2025-02-11,228.04,73,Matthewsmouth,Debit Card,2024-10-04,Silver,27,8.45,Express,2023-03-28 13:38:22.250697
9536,Phillip Schmitt,michellewalker@example.net,Laptop Case,2025-02-15,158.61,36,Cynthiaburgh,Debit Card,2024-10-11,Gold,48,3.3,Express,2023-08-02 05:32:09.613430
4832,Peter Chandler,barryrichard@example.com,Portable Charger,2025-01-20,236.16,47,North Robertfort,Debit Card,2024-12-24,Silver,40,5.9,Standard,2023-05-02 18:19:05.459314
9444,Christopher Cole,dibarra@example.net,Laptop Case,2025-02-05,162.97,59,North Danielport,Credit Card,2024-10-03,Gold,45,3.62,Standard,2023-09-01 09:52:30.639528
1085,Theodore Moody,jennifercrawford@example.com,Smartphone,2025-01-27,150.37,40,Robinside,Credit Card,2024-12-25,Silver,30,5.01,Standard,2023-11-10 18:53:52.455689
6425,Shawn Miller,davisjeffrey@example.org,Laptop Case,2025-02-07,218.95,65,Lake Catherine,PayPal,2024-10-31,Bronze,3,72.98,Standard,2024-01-23 23:52:54.624527
8972,Susan Park,ithompson@example.org,Wireless Headphones,2025-01-28,68.0,53,Spencerstad,Credit Card,2024-12-09,Silver,27,2.52,Express,2023-05-09 09:45:34.192049
2979,Allen Mahoney,jbarnes@example.org,Wireless Headphones,2025-01-24,196.01,76,East Jamesmouth,Credit Card,2024-10-02,Bronze,9,21.78,Express,2023-10-25 13:52:47.486047
3177,Ricardo Phillips,michael80@example.org,Wireless Headphones,2025-01-19,306.44,61,Lake Dariusfort,Credit Card,2024-11-13,Bronze,29,10.57,Express,2023-10-12 00:08:01.928307
6012,Dr. Christina Scott,melissa96@example.com,Smartphone,2025-02-15,46.63,41,Jonesstad,Credit Card,2024-12-09,Bronze,11,4.24,Standard,2024-02-05 21:30:00.151835
8641,Rose Leonard,annarice@example.net,Laptop Case,2025-01-24,367.83,26,West Monique,Debit Card,2024-08-30,Silver,5,73.57,Standard,2023-02-28 09:57:52.264100
4601,Michelle Dixon,slane@example.com,Portable Charger,2025-02-07,215.69,49,North Brian,PayPal,2025-01-07,Gold,22,9.8,Standard,2024-02-16 01:53:42.098376
2930,Martin Moore,nicholassanchez@example.com,Laptop Case,2025-02-04,193.47,27,Davisberg,Credit Card,2024-11-17,Bronze,31,6.24,Standard,2024-01-13 15:08:16.735544
7627,Mark Lane,dickersonlaura@example.net,Laptop Case,2025-02-05,237.41,18,Justinshire,PayPal,2024-12-02,Bronze,36,6.59,Standard,2023-05-21 03:10:22.821383
9992,Robert Parker,lwilliams@example.com,Wireless Headphones,2025-01-26,132.71,57,Moorefurt,Debit Card,2024-10-31,Silver,1,132.71,Standard,2024-01-13 20:07:14.739038
7910,Duane Maddox,jenniferallen@example.com,Laptop Case,2025-01-24,153.31,75,Ellisville,Debit Card,2024-10-03,Gold,31,4.95,Express,2023-04-26 10:04:41.797733
5162,Jennifer Ramos,rwinters@example.org,Smartphone,2025-02-12,125.03,45,Brockbury,Credit Card,2025-01-18,Bronze,1,125.03,Express,2023-03-28 21:17:18.718578
2118,Christopher Allen,charles77@example.net,Laptop Case,2025-01-19,28.42,73,Jamesland,Credit Card,2024-11-04,Silver,27,1.05,Express,2024-01-05 15:04:57.121438
9099,Brian Williams,laura94@example.com,Portable Charger,2025-02-12,297.02,22,West Deannaton,Credit Card,2025-01-25,Silver,43,6.91,Standard,2023-06-07 08:09:25.156983
3561,Mr. Jesse Hensley MD,justin64@example.net,Laptop Case,2025-01-21,441.28,40,North Angelicamouth,PayPal,2024-10-31,Gold,35,12.61,Express,2023-08-16 14:06:48.579985
9051,Sheila Walker,jonathan31@example.net,Smartphone,2025-02-11,109.62,28,North Arthurborough,PayPal,2024-09-12,Gold,29,3.78,Express,2024-01-29 22:48:53.498245
6078,Michael Lewis,biancalin@example.net,Laptop Case,2025-02-03,166.61,74,Steventon,PayPal,2024-10-21,Bronze,44,3.79,Standard,2023-03-05 06:34:16.490373
1686,Jeffrey Cooper,ronaldhall@example.org,Smartphone,2025-01-30,398.65,55,Lake Tara,Credit Card,2024-12-14,Silver,42,9.49,Standard,2024-02-03 23:08:35.226872
6413,Michael Archer,burtonryan@example.com,Smartphone,2025-02-12,229.43,46,Tiffanyberg,Debit Card,2024-10-21,Bronze,13,17.65,Express,2023-09-20 17:30:07.591410
8101,Stephanie Payne,zhenderson@example.net,Laptop Case,2025-02-03,315.01,44,Toddburgh,Credit Card,2024-08-22,Gold,48,6.56,Standard,2024-01-14 20:30:06.447965
5531,Michelle Robinson,zacharyscott@example.com,Portable Charger,2025-01-20,220.08,64,Port Paul,PayPal,2024-11-13,Gold,16,13.76,Express,2023-10-28 17:30:08.532909
4785,Derek Perez,ericwilson@example.com,Laptop Case,2025-02-09,173.79,23,New Christopher,Credit Card,2025-01-05,Gold,50,3.48,Standard,2023-08-15 12:29:46.264536
5723,Scott Beck,shannonrojas@example.org,Wireless Headphones,2025-02-01,319.88,78,West Davidberg,Credit Card,2024-09-06,Bronze,39,8.2,Standard,2024-01-15 20:00:35.359692
9875,Jenna Warner,danielle16@example.net,Laptop Case,2025-01-27,81.03,72,Michaelport,Credit Card,2025-01-14,Bronze,10,8.1,Express,2023-03-26 22:23:25.117455
4543,Sarah Burke,gonzalezkyle@example.org,Smartphone,2025-01-21,304.26,77,Lake Jamesside,Credit Card,2024-09-11,Bronze,29,10.49,Express,2023-05-03 23:13:11.702634
5118,Billy Santos,john02@example.com,Portable Charger,2025-02-10,424.89,78,Carolfort,Credit Card,2025-01-16,Bronze,23,18.47,Standard,2024-02-04 15:14:45.343234
5293,Jennifer Martinez,wcox@example.com,Smartphone,2025-02-17,121.57,59,Leeton,Debit Card,2025-01-19,Gold,14,8.68,Express,2023-04-26 18:26:15.282688
2172,Paul Adams,jared96@example.net,Smartphone,2025-02-08,240.12,70,North Jeffrey,PayPal,2024-11-06,Gold,33,7.28,Express,2023-08-07 01:47:30.805046
8975,Zachary Mcguire,jenniferevans@example.net,Smartphone,2025-02-04,377.02,40,North Tamara,PayPal,2024-10-09,Gold,50,7.54,Express,2024-01-28 04:05:15.100144
8173,Holly Fuller,clayton37@example.com,Smartphone,2025-02-02,302.45,44,Samuelfurt,PayPal,2025-01-22,Silver,15,20.16,Standard,2023-11-09 12:43:23.533344
5789,Alyssa Vargas,alicia46@example.com,Laptop Case,2025-02-04,120.7,77,West Shari,PayPal,2025-02-05,Silver,30,4.02,Standard,2023-12-08 02:03:47.438946
5554,David Chavez,cgilbert@example.com,Laptop Case,2025-02-17,29.88,47,West Robin,PayPal,2025-01-18,Bronze,6,4.98,Standard,2023-03-13 01:48:20.134268
1632,Brian Reid,ericksonelizabeth@example.org,Wireless Headphones,2025-01-19,229.33,66,Waltonville,Debit Card,2025-01-22,Bronze,14,16.38,Express,2024-01-27 04:39:45.596314
9278,Christopher Garza,mweiss@example.net,Portable Charger,2025-01-30,432.2,27,Craigport,Debit Card,2025-01-26,Gold,37,11.68,Standard,2023-10-07 17:13:13.186686
4024,Parker Bowers,amendoza@example.com,Wireless Headphones,2025-02-07,472.92,32,Amyland,Credit Card,2024-10-28,Bronze,6,78.82,Express,2023-08-30 15:39:50.854410
2704,Tiffany Burch,davisstephanie@example.com,Laptop Case,2025-02-08,152.7,41,Paynebury,PayPal,2024-11-18,Bronze,26,5.87,Express,2023-07-02 15:05:36.854469
5278,Melissa Parker,hoffmanbonnie@example.org,Laptop Case,2025-01-28,457.46,31,West Shelly,Credit Card,2024-09-10,Bronze,30,15.25,Express,2023-11-03 15:12:09.359906
